class_name,subtype,source_path,output_path,augmentation,parameters_json
No Foam,root,No Foam/frame_0043.jpg,No Foam/augmented/saturation/root/frame_0043__saturation.jpg,saturation,"{""factor"": 0.9627}"
No Foam,root,No Foam/frame_0043.jpg,No Foam/augmented/zoom_translate/root/frame_0043__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0257, ""shift_y_fraction"": 0.0204, ""zoom"": 1.0471}"
No Foam,root,No Foam/frame_0044.jpg,No Foam/augmented/small_rotation/root/frame_0044__small_rotation.jpg,small_rotation,"{""angle_degrees"": -3.4202}"
No Foam,root,No Foam/frame_0044.jpg,No Foam/augmented/horizontal_flip/root/frame_0044__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0044.jpg,No Foam/augmented/brightness/root/frame_0044__brightness.jpg,brightness,"{""factor"": 1.0819}"
No Foam,root,No Foam/frame_0044.jpg,No Foam/augmented/contrast/root/frame_0044__contrast.jpg,contrast,"{""factor"": 1.015}"
No Foam,root,No Foam/frame_0044.jpg,No Foam/augmented/saturation/root/frame_0044__saturation.jpg,saturation,"{""factor"": 1.0206}"
No Foam,root,No Foam/frame_0044.jpg,No Foam/augmented/zoom_translate/root/frame_0044__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0246, ""shift_y_fraction"": -0.0076, ""zoom"": 1.0248}"
No Foam,root,No Foam/frame_0045.jpg,No Foam/augmented/small_rotation/root/frame_0045__small_rotation.jpg,small_rotation,"{""angle_degrees"": -0.2196}"
No Foam,root,No Foam/frame_0045.jpg,No Foam/augmented/horizontal_flip/root/frame_0045__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0045.jpg,No Foam/augmented/brightness/root/frame_0045__brightness.jpg,brightness,"{""factor"": 0.8837}"
No Foam,root,No Foam/frame_0045.jpg,No Foam/augmented/contrast/root/frame_0045__contrast.jpg,contrast,"{""factor"": 0.9488}"
No Foam,root,No Foam/frame_0045.jpg,No Foam/augmented/saturation/root/frame_0045__saturation.jpg,saturation,"{""factor"": 0.9533}"
No Foam,root,No Foam/frame_0045.jpg,No Foam/augmented/zoom_translate/root/frame_0045__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0345, ""shift_y_fraction"": 0.0051, ""zoom"": 1.0137}"
No Foam,root,No Foam/frame_0046.jpg,No Foam/augmented/small_rotation/root/frame_0046__small_rotation.jpg,small_rotation,"{""angle_degrees"": -1.9436}"
No Foam,root,No Foam/frame_0046.jpg,No Foam/augmented/horizontal_flip/root/frame_0046__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0046.jpg,No Foam/augmented/brightness/root/frame_0046__brightness.jpg,brightness,"{""factor"": 0.9832}"
No Foam,root,No Foam/frame_0046.jpg,No Foam/augmented/contrast/root/frame_0046__contrast.jpg,contrast,"{""factor"": 1.1462}"
No Foam,root,No Foam/frame_0046.jpg,No Foam/augmented/saturation/root/frame_0046__saturation.jpg,saturation,"{""factor"": 0.9869}"
No Foam,root,No Foam/frame_0046.jpg,No Foam/augmented/zoom_translate/root/frame_0046__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0294, ""shift_y_fraction"": 0.0276, ""zoom"": 1.0002}"
No Foam,root,No Foam/frame_0047.jpg,No Foam/augmented/small_rotation/root/frame_0047__small_rotation.jpg,small_rotation,"{""angle_degrees"": -3.7039}"
No Foam,root,No Foam/frame_0047.jpg,No Foam/augmented/horizontal_flip/root/frame_0047__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0047.jpg,No Foam/augmented/brightness/root/frame_0047__brightness.jpg,brightness,"{""factor"": 1.1313}"
No Foam,root,No Foam/frame_0047.jpg,No Foam/augmented/contrast/root/frame_0047__contrast.jpg,contrast,"{""factor"": 0.9175}"
No Foam,root,No Foam/frame_0047.jpg,No Foam/augmented/saturation/root/frame_0047__saturation.jpg,saturation,"{""factor"": 1.08}"
No Foam,root,No Foam/frame_0047.jpg,No Foam/augmented/zoom_translate/root/frame_0047__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0126, ""shift_y_fraction"": -0.0342, ""zoom"": 1.0051}"
No Foam,root,No Foam/frame_0048.jpg,No Foam/augmented/small_rotation/root/frame_0048__small_rotation.jpg,small_rotation,"{""angle_degrees"": -3.5065}"
No Foam,root,No Foam/frame_0048.jpg,No Foam/augmented/horizontal_flip/root/frame_0048__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0048.jpg,No Foam/augmented/brightness/root/frame_0048__brightness.jpg,brightness,"{""factor"": 0.8959}"
No Foam,root,No Foam/frame_0048.jpg,No Foam/augmented/contrast/root/frame_0048__contrast.jpg,contrast,"{""factor"": 0.998}"
No Foam,root,No Foam/frame_0048.jpg,No Foam/augmented/saturation/root/frame_0048__saturation.jpg,saturation,"{""factor"": 0.9597}"
No Foam,root,No Foam/frame_0048.jpg,No Foam/augmented/zoom_translate/root/frame_0048__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0014, ""shift_y_fraction"": -0.0033, ""zoom"": 1.0114}"
No Foam,root,No Foam/frame_0049.jpg,No Foam/augmented/small_rotation/root/frame_0049__small_rotation.jpg,small_rotation,"{""angle_degrees"": 7.9569}"
No Foam,root,No Foam/frame_0049.jpg,No Foam/augmented/horizontal_flip/root/frame_0049__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0049.jpg,No Foam/augmented/brightness/root/frame_0049__brightness.jpg,brightness,"{""factor"": 0.9941}"
No Foam,root,No Foam/frame_0049.jpg,No Foam/augmented/contrast/root/frame_0049__contrast.jpg,contrast,"{""factor"": 0.872}"
No Foam,root,No Foam/frame_0049.jpg,No Foam/augmented/saturation/root/frame_0049__saturation.jpg,saturation,"{""factor"": 1.0446}"
No Foam,root,No Foam/frame_0049.jpg,No Foam/augmented/zoom_translate/root/frame_0049__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0077, ""shift_y_fraction"": -0.0026, ""zoom"": 1.0121}"
No Foam,root,No Foam/frame_0050.jpg,No Foam/augmented/small_rotation/root/frame_0050__small_rotation.jpg,small_rotation,"{""angle_degrees"": 3.3705}"
No Foam,root,No Foam/frame_0050.jpg,No Foam/augmented/horizontal_flip/root/frame_0050__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0050.jpg,No Foam/augmented/brightness/root/frame_0050__brightness.jpg,brightness,"{""factor"": 0.9359}"
No Foam,root,No Foam/frame_0050.jpg,No Foam/augmented/contrast/root/frame_0050__contrast.jpg,contrast,"{""factor"": 1.0399}"
No Foam,root,No Foam/frame_0050.jpg,No Foam/augmented/saturation/root/frame_0050__saturation.jpg,saturation,"{""factor"": 0.9595}"
No Foam,root,No Foam/frame_0050.jpg,No Foam/augmented/zoom_translate/root/frame_0050__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0087, ""shift_y_fraction"": 0.0008, ""zoom"": 1.0447}"
No Foam,root,No Foam/frame_0051.jpg,No Foam/augmented/small_rotation/root/frame_0051__small_rotation.jpg,small_rotation,"{""angle_degrees"": -5.7257}"
No Foam,root,No Foam/frame_0051.jpg,No Foam/augmented/horizontal_flip/root/frame_0051__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0051.jpg,No Foam/augmented/brightness/root/frame_0051__brightness.jpg,brightness,"{""factor"": 0.8607}"
No Foam,root,No Foam/frame_0051.jpg,No Foam/augmented/contrast/root/frame_0051__contrast.jpg,contrast,"{""factor"": 1.1192}"
No Foam,root,No Foam/frame_0051.jpg,No Foam/augmented/saturation/root/frame_0051__saturation.jpg,saturation,"{""factor"": 0.9737}"
No Foam,root,No Foam/frame_0051.jpg,No Foam/augmented/zoom_translate/root/frame_0051__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0166, ""shift_y_fraction"": 0.0319, ""zoom"": 1.0167}"
No Foam,root,No Foam/frame_0052.jpg,No Foam/augmented/small_rotation/root/frame_0052__small_rotation.jpg,small_rotation,"{""angle_degrees"": -1.7931}"
No Foam,root,No Foam/frame_0052.jpg,No Foam/augmented/horizontal_flip/root/frame_0052__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0052.jpg,No Foam/augmented/brightness/root/frame_0052__brightness.jpg,brightness,"{""factor"": 0.9774}"
No Foam,root,No Foam/frame_0052.jpg,No Foam/augmented/contrast/root/frame_0052__contrast.jpg,contrast,"{""factor"": 1.1232}"
No Foam,root,No Foam/frame_0052.jpg,No Foam/augmented/saturation/root/frame_0052__saturation.jpg,saturation,"{""factor"": 0.9385}"
No Foam,root,No Foam/frame_0052.jpg,No Foam/augmented/zoom_translate/root/frame_0052__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0141, ""shift_y_fraction"": 0.0095, ""zoom"": 1.0009}"
No Foam,root,No Foam/frame_0053.jpg,No Foam/augmented/small_rotation/root/frame_0053__small_rotation.jpg,small_rotation,"{""angle_degrees"": 4.3929}"
No Foam,root,No Foam/frame_0053.jpg,No Foam/augmented/horizontal_flip/root/frame_0053__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0053.jpg,No Foam/augmented/brightness/root/frame_0053__brightness.jpg,brightness,"{""factor"": 1.105}"
No Foam,root,No Foam/frame_0053.jpg,No Foam/augmented/contrast/root/frame_0053__contrast.jpg,contrast,"{""factor"": 0.9221}"
No Foam,root,No Foam/frame_0053.jpg,No Foam/augmented/saturation/root/frame_0053__saturation.jpg,saturation,"{""factor"": 1.0783}"
No Foam,root,No Foam/frame_0053.jpg,No Foam/augmented/zoom_translate/root/frame_0053__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.024, ""shift_y_fraction"": -0.0258, ""zoom"": 1.0708}"
No Foam,root,No Foam/frame_0054.jpg,No Foam/augmented/small_rotation/root/frame_0054__small_rotation.jpg,small_rotation,"{""angle_degrees"": -2.7149}"
No Foam,root,No Foam/frame_0054.jpg,No Foam/augmented/horizontal_flip/root/frame_0054__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0054.jpg,No Foam/augmented/brightness/root/frame_0054__brightness.jpg,brightness,"{""factor"": 0.9335}"
No Foam,root,No Foam/frame_0054.jpg,No Foam/augmented/contrast/root/frame_0054__contrast.jpg,contrast,"{""factor"": 0.852}"
No Foam,root,No Foam/frame_0054.jpg,No Foam/augmented/saturation/root/frame_0054__saturation.jpg,saturation,"{""factor"": 0.9056}"
No Foam,root,No Foam/frame_0054.jpg,No Foam/augmented/zoom_translate/root/frame_0054__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0268, ""shift_y_fraction"": -0.0145, ""zoom"": 1.0089}"
No Foam,root,No Foam/frame_0055.jpg,No Foam/augmented/small_rotation/root/frame_0055__small_rotation.jpg,small_rotation,"{""angle_degrees"": 1.3086}"
No Foam,root,No Foam/frame_0055.jpg,No Foam/augmented/horizontal_flip/root/frame_0055__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0055.jpg,No Foam/augmented/brightness/root/frame_0055__brightness.jpg,brightness,"{""factor"": 0.853}"
No Foam,root,No Foam/frame_0055.jpg,No Foam/augmented/contrast/root/frame_0055__contrast.jpg,contrast,"{""factor"": 0.9903}"
No Foam,root,No Foam/frame_0055.jpg,No Foam/augmented/saturation/root/frame_0055__saturation.jpg,saturation,"{""factor"": 1.0658}"
No Foam,root,No Foam/frame_0055.jpg,No Foam/augmented/zoom_translate/root/frame_0055__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0245, ""shift_y_fraction"": -0.0244, ""zoom"": 1.0347}"
No Foam,root,No Foam/frame_0056.jpg,No Foam/augmented/small_rotation/root/frame_0056__small_rotation.jpg,small_rotation,"{""angle_degrees"": 0.0836}"
No Foam,root,No Foam/frame_0056.jpg,No Foam/augmented/horizontal_flip/root/frame_0056__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0056.jpg,No Foam/augmented/brightness/root/frame_0056__brightness.jpg,brightness,"{""factor"": 1.0724}"
No Foam,root,No Foam/frame_0056.jpg,No Foam/augmented/contrast/root/frame_0056__contrast.jpg,contrast,"{""factor"": 1.0772}"
No Foam,root,No Foam/frame_0056.jpg,No Foam/augmented/saturation/root/frame_0056__saturation.jpg,saturation,"{""factor"": 1.0613}"
No Foam,root,No Foam/frame_0056.jpg,No Foam/augmented/zoom_translate/root/frame_0056__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0265, ""shift_y_fraction"": 0.017, ""zoom"": 1.0476}"
No Foam,root,No Foam/frame_0057.jpg,No Foam/augmented/small_rotation/root/frame_0057__small_rotation.jpg,small_rotation,"{""angle_degrees"": 4.3338}"
No Foam,root,No Foam/frame_0057.jpg,No Foam/augmented/horizontal_flip/root/frame_0057__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0057.jpg,No Foam/augmented/brightness/root/frame_0057__brightness.jpg,brightness,"{""factor"": 0.8586}"
No Foam,root,No Foam/frame_0057.jpg,No Foam/augmented/contrast/root/frame_0057__contrast.jpg,contrast,"{""factor"": 0.8649}"
No Foam,root,No Foam/frame_0057.jpg,No Foam/augmented/saturation/root/frame_0057__saturation.jpg,saturation,"{""factor"": 1.0248}"
No Foam,root,No Foam/frame_0057.jpg,No Foam/augmented/zoom_translate/root/frame_0057__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0251, ""shift_y_fraction"": -0.0072, ""zoom"": 1.0224}"
No Foam,root,No Foam/frame_0058.jpg,No Foam/augmented/small_rotation/root/frame_0058__small_rotation.jpg,small_rotation,"{""angle_degrees"": 6.1695}"
No Foam,root,No Foam/frame_0058.jpg,No Foam/augmented/horizontal_flip/root/frame_0058__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0058.jpg,No Foam/augmented/brightness/root/frame_0058__brightness.jpg,brightness,"{""factor"": 0.9367}"
No Foam,root,No Foam/frame_0058.jpg,No Foam/augmented/contrast/root/frame_0058__contrast.jpg,contrast,"{""factor"": 1.0591}"
No Foam,root,No Foam/frame_0058.jpg,No Foam/augmented/saturation/root/frame_0058__saturation.jpg,saturation,"{""factor"": 1.057}"
No Foam,root,No Foam/frame_0058.jpg,No Foam/augmented/zoom_translate/root/frame_0058__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0322, ""shift_y_fraction"": 0.0139, ""zoom"": 1.0365}"
No Foam,root,No Foam/frame_0059.jpg,No Foam/augmented/small_rotation/root/frame_0059__small_rotation.jpg,small_rotation,"{""angle_degrees"": -0.1504}"
No Foam,root,No Foam/frame_0059.jpg,No Foam/augmented/horizontal_flip/root/frame_0059__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0059.jpg,No Foam/augmented/brightness/root/frame_0059__brightness.jpg,brightness,"{""factor"": 0.8829}"
No Foam,root,No Foam/frame_0059.jpg,No Foam/augmented/contrast/root/frame_0059__contrast.jpg,contrast,"{""factor"": 1.1147}"
No Foam,root,No Foam/frame_0059.jpg,No Foam/augmented/saturation/root/frame_0059__saturation.jpg,saturation,"{""factor"": 0.9038}"
No Foam,root,No Foam/frame_0059.jpg,No Foam/augmented/zoom_translate/root/frame_0059__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0085, ""shift_y_fraction"": 0.0255, ""zoom"": 1.0545}"
No Foam,root,No Foam/frame_0060.jpg,No Foam/augmented/small_rotation/root/frame_0060__small_rotation.jpg,small_rotation,"{""angle_degrees"": 2.6604}"
No Foam,root,No Foam/frame_0060.jpg,No Foam/augmented/horizontal_flip/root/frame_0060__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0060.jpg,No Foam/augmented/brightness/root/frame_0060__brightness.jpg,brightness,"{""factor"": 0.8539}"
No Foam,root,No Foam/frame_0060.jpg,No Foam/augmented/contrast/root/frame_0060__contrast.jpg,contrast,"{""factor"": 0.9307}"
No Foam,root,No Foam/frame_0060.jpg,No Foam/augmented/saturation/root/frame_0060__saturation.jpg,saturation,"{""factor"": 1.0308}"
No Foam,root,No Foam/frame_0060.jpg,No Foam/augmented/zoom_translate/root/frame_0060__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0341, ""shift_y_fraction"": 0.01, ""zoom"": 1.0086}"
No Foam,root,No Foam/frame_0061.jpg,No Foam/augmented/small_rotation/root/frame_0061__small_rotation.jpg,small_rotation,"{""angle_degrees"": 6.1985}"
No Foam,root,No Foam/frame_0061.jpg,No Foam/augmented/horizontal_flip/root/frame_0061__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0061.jpg,No Foam/augmented/brightness/root/frame_0061__brightness.jpg,brightness,"{""factor"": 0.9698}"
No Foam,root,No Foam/frame_0061.jpg,No Foam/augmented/contrast/root/frame_0061__contrast.jpg,contrast,"{""factor"": 1.0104}"
No Foam,root,No Foam/frame_0061.jpg,No Foam/augmented/saturation/root/frame_0061__saturation.jpg,saturation,"{""factor"": 0.9634}"
No Foam,root,No Foam/frame_0061.jpg,No Foam/augmented/zoom_translate/root/frame_0061__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0284, ""shift_y_fraction"": -0.0015, ""zoom"": 1.0585}"
No Foam,root,No Foam/frame_0062.jpg,No Foam/augmented/small_rotation/root/frame_0062__small_rotation.jpg,small_rotation,"{""angle_degrees"": 3.019}"
No Foam,root,No Foam/frame_0062.jpg,No Foam/augmented/horizontal_flip/root/frame_0062__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0062.jpg,No Foam/augmented/brightness/root/frame_0062__brightness.jpg,brightness,"{""factor"": 0.9612}"
No Foam,root,No Foam/frame_0062.jpg,No Foam/augmented/contrast/root/frame_0062__contrast.jpg,contrast,"{""factor"": 0.8608}"
No Foam,root,No Foam/frame_0062.jpg,No Foam/augmented/saturation/root/frame_0062__saturation.jpg,saturation,"{""factor"": 0.9078}"
No Foam,root,No Foam/frame_0062.jpg,No Foam/augmented/zoom_translate/root/frame_0062__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.032, ""shift_y_fraction"": 0.0087, ""zoom"": 1.0783}"
No Foam,root,No Foam/frame_0063.jpg,No Foam/augmented/small_rotation/root/frame_0063__small_rotation.jpg,small_rotation,"{""angle_degrees"": 7.842}"
No Foam,root,No Foam/frame_0063.jpg,No Foam/augmented/horizontal_flip/root/frame_0063__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0063.jpg,No Foam/augmented/brightness/root/frame_0063__brightness.jpg,brightness,"{""factor"": 1.1304}"
No Foam,root,No Foam/frame_0063.jpg,No Foam/augmented/contrast/root/frame_0063__contrast.jpg,contrast,"{""factor"": 1.0189}"
No Foam,root,No Foam/frame_0063.jpg,No Foam/augmented/saturation/root/frame_0063__saturation.jpg,saturation,"{""factor"": 1.069}"
No Foam,root,No Foam/frame_0063.jpg,No Foam/augmented/zoom_translate/root/frame_0063__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0195, ""shift_y_fraction"": 0.0213, ""zoom"": 1.0199}"
No Foam,root,No Foam/frame_0064.jpg,No Foam/augmented/small_rotation/root/frame_0064__small_rotation.jpg,small_rotation,"{""angle_degrees"": 3.7899}"
No Foam,root,No Foam/frame_0064.jpg,No Foam/augmented/horizontal_flip/root/frame_0064__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0064.jpg,No Foam/augmented/brightness/root/frame_0064__brightness.jpg,brightness,"{""factor"": 0.978}"
No Foam,root,No Foam/frame_0064.jpg,No Foam/augmented/contrast/root/frame_0064__contrast.jpg,contrast,"{""factor"": 0.9896}"
No Foam,root,No Foam/frame_0064.jpg,No Foam/augmented/saturation/root/frame_0064__saturation.jpg,saturation,"{""factor"": 1.0153}"
No Foam,root,No Foam/frame_0064.jpg,No Foam/augmented/zoom_translate/root/frame_0064__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0119, ""shift_y_fraction"": 0.0034, ""zoom"": 1.0338}"
No Foam,root,No Foam/frame_0065.jpg,No Foam/augmented/small_rotation/root/frame_0065__small_rotation.jpg,small_rotation,"{""angle_degrees"": -1.8577}"
No Foam,root,No Foam/frame_0065.jpg,No Foam/augmented/horizontal_flip/root/frame_0065__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0065.jpg,No Foam/augmented/brightness/root/frame_0065__brightness.jpg,brightness,"{""factor"": 1.0188}"
No Foam,root,No Foam/frame_0065.jpg,No Foam/augmented/contrast/root/frame_0065__contrast.jpg,contrast,"{""factor"": 1.1078}"
No Foam,root,No Foam/frame_0065.jpg,No Foam/augmented/saturation/root/frame_0065__saturation.jpg,saturation,"{""factor"": 0.9157}"
No Foam,root,No Foam/frame_0065.jpg,No Foam/augmented/zoom_translate/root/frame_0065__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.004, ""shift_y_fraction"": -0.0193, ""zoom"": 1.0571}"
No Foam,root,No Foam/frame_0066.jpg,No Foam/augmented/small_rotation/root/frame_0066__small_rotation.jpg,small_rotation,"{""angle_degrees"": -6.0107}"
No Foam,root,No Foam/frame_0066.jpg,No Foam/augmented/horizontal_flip/root/frame_0066__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0066.jpg,No Foam/augmented/brightness/root/frame_0066__brightness.jpg,brightness,"{""factor"": 1.1014}"
No Foam,root,No Foam/frame_0066.jpg,No Foam/augmented/contrast/root/frame_0066__contrast.jpg,contrast,"{""factor"": 0.9449}"
No Foam,root,No Foam/frame_0066.jpg,No Foam/augmented/saturation/root/frame_0066__saturation.jpg,saturation,"{""factor"": 1.0088}"
No Foam,root,No Foam/frame_0066.jpg,No Foam/augmented/zoom_translate/root/frame_0066__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0103, ""shift_y_fraction"": 0.007, ""zoom"": 1.0468}"
No Foam,root,No Foam/frame_0067.jpg,No Foam/augmented/small_rotation/root/frame_0067__small_rotation.jpg,small_rotation,"{""angle_degrees"": -7.4178}"
No Foam,root,No Foam/frame_0067.jpg,No Foam/augmented/horizontal_flip/root/frame_0067__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0067.jpg,No Foam/augmented/brightness/root/frame_0067__brightness.jpg,brightness,"{""factor"": 0.9859}"
No Foam,root,No Foam/frame_0067.jpg,No Foam/augmented/contrast/root/frame_0067__contrast.jpg,contrast,"{""factor"": 0.8884}"
No Foam,root,No Foam/frame_0067.jpg,No Foam/augmented/saturation/root/frame_0067__saturation.jpg,saturation,"{""factor"": 0.917}"
No Foam,root,No Foam/frame_0067.jpg,No Foam/augmented/zoom_translate/root/frame_0067__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0203, ""shift_y_fraction"": 0.004, ""zoom"": 1.0496}"
No Foam,root,No Foam/frame_0068.jpg,No Foam/augmented/small_rotation/root/frame_0068__small_rotation.jpg,small_rotation,"{""angle_degrees"": -5.797}"
No Foam,root,No Foam/frame_0068.jpg,No Foam/augmented/horizontal_flip/root/frame_0068__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0068.jpg,No Foam/augmented/brightness/root/frame_0068__brightness.jpg,brightness,"{""factor"": 1.1023}"
No Foam,root,No Foam/frame_0068.jpg,No Foam/augmented/contrast/root/frame_0068__contrast.jpg,contrast,"{""factor"": 1.1073}"
No Foam,root,No Foam/frame_0068.jpg,No Foam/augmented/saturation/root/frame_0068__saturation.jpg,saturation,"{""factor"": 0.9344}"
No Foam,root,No Foam/frame_0068.jpg,No Foam/augmented/zoom_translate/root/frame_0068__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0333, ""shift_y_fraction"": 0.0224, ""zoom"": 1.0718}"
No Foam,root,No Foam/frame_0069.jpg,No Foam/augmented/small_rotation/root/frame_0069__small_rotation.jpg,small_rotation,"{""angle_degrees"": 3.6366}"
No Foam,root,No Foam/frame_0069.jpg,No Foam/augmented/horizontal_flip/root/frame_0069__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0069.jpg,No Foam/augmented/brightness/root/frame_0069__brightness.jpg,brightness,"{""factor"": 0.8859}"
No Foam,root,No Foam/frame_0069.jpg,No Foam/augmented/contrast/root/frame_0069__contrast.jpg,contrast,"{""factor"": 1.1093}"
No Foam,root,No Foam/frame_0069.jpg,No Foam/augmented/saturation/root/frame_0069__saturation.jpg,saturation,"{""factor"": 1.0253}"
No Foam,root,No Foam/frame_0069.jpg,No Foam/augmented/zoom_translate/root/frame_0069__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0292, ""shift_y_fraction"": 0.0205, ""zoom"": 1.0265}"
No Foam,root,No Foam/frame_0070.jpg,No Foam/augmented/small_rotation/root/frame_0070__small_rotation.jpg,small_rotation,"{""angle_degrees"": 2.2723}"
No Foam,root,No Foam/frame_0070.jpg,No Foam/augmented/horizontal_flip/root/frame_0070__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0070.jpg,No Foam/augmented/brightness/root/frame_0070__brightness.jpg,brightness,"{""factor"": 1.1315}"
No Foam,root,No Foam/frame_0070.jpg,No Foam/augmented/contrast/root/frame_0070__contrast.jpg,contrast,"{""factor"": 0.8854}"
No Foam,root,No Foam/frame_0070.jpg,No Foam/augmented/saturation/root/frame_0070__saturation.jpg,saturation,"{""factor"": 1.0169}"
No Foam,root,No Foam/frame_0070.jpg,No Foam/augmented/zoom_translate/root/frame_0070__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0261, ""shift_y_fraction"": -0.0123, ""zoom"": 1.0174}"
No Foam,root,No Foam/frame_0071.jpg,No Foam/augmented/small_rotation/root/frame_0071__small_rotation.jpg,small_rotation,"{""angle_degrees"": 2.417}"
No Foam,root,No Foam/frame_0071.jpg,No Foam/augmented/horizontal_flip/root/frame_0071__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0071.jpg,No Foam/augmented/brightness/root/frame_0071__brightness.jpg,brightness,"{""factor"": 1.1299}"
No Foam,root,No Foam/frame_0071.jpg,No Foam/augmented/contrast/root/frame_0071__contrast.jpg,contrast,"{""factor"": 1.1427}"
No Foam,root,No Foam/frame_0071.jpg,No Foam/augmented/saturation/root/frame_0071__saturation.jpg,saturation,"{""factor"": 1.0033}"
No Foam,root,No Foam/frame_0071.jpg,No Foam/augmented/zoom_translate/root/frame_0071__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0322, ""shift_y_fraction"": -0.025, ""zoom"": 1.0492}"
No Foam,root,No Foam/frame_0072.jpg,No Foam/augmented/small_rotation/root/frame_0072__small_rotation.jpg,small_rotation,"{""angle_degrees"": 0.0722}"
No Foam,root,No Foam/frame_0072.jpg,No Foam/augmented/horizontal_flip/root/frame_0072__horizontal_flip.jpg,horizontal_flip,{}
No Foam,root,No Foam/frame_0072.jpg,No Foam/augmented/brightness/root/frame_0072__brightness.jpg,brightness,"{""factor"": 1.0799}"
No Foam,root,No Foam/frame_0072.jpg,No Foam/augmented/contrast/root/frame_0072__contrast.jpg,contrast,"{""factor"": 1.0775}"
No Foam,root,No Foam/frame_0072.jpg,No Foam/augmented/saturation/root/frame_0072__saturation.jpg,saturation,"{""factor"": 1.0423}"
No Foam,root,No Foam/frame_0072.jpg,No Foam/augmented/zoom_translate/root/frame_0072__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0239, ""shift_y_fraction"": 0.0309, ""zoom"": 1.0339}"
